Title,Author,Rating,Genre,Publisher,PublishDate,
A Single Shard,Linda Sue Park,3.9,"['Historical Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Historical', 'Asia', 'Juvenile', 'School', 'Realistic Fiction']",Yearling,February 11th 2003,
The Hummingbird's Daughter,Luis Alberto Urrea (Goodreads Author),4.19,"['Historical Fiction', 'Fiction', 'Magical Realism', 'Historical', 'Religion', 'Latin American', 'Novels', 'Adult', 'Adult Fiction', 'Literary Fiction']",Back Bay Books,April 3rd 2006,
The Hidden,Jessica Verday,4.14,"['Young Adult', 'Paranormal', 'Ghosts', 'Fantasy', 'Romance', 'Supernatural', 'Paranormal Romance', 'Mystery', 'Teen', 'Young Adult Paranormal']",Simon Pulse,September 6th 2011,
The Code of the Woosters,P.G. Wodehouse,4.35,"['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Literature', 'Audiobook', 'Novels', '20th Century', 'Historical Fiction']",W. W. Norton Company,July 5th 2011,
Prokleta avlija,Ivo AndriÄ‡,4.3,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Serbian Literature', 'Nobel Prize', 'Novels', 'Historical', 'Literature', 'Read For School']",,,
Shanna,Kathleen E. Woodiwiss,4.13,"['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Adult', 'Pirates', 'Adventure', 'Chick Lit', 'British Literature']",Avon,2000,
Becoming Naomi LeÃ³n,Pam MuÃ±oz Ryan,4.04,"['Realistic Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Cultural', 'Family', 'Chapter Books', 'Juvenile', 'Contemporary']",Scholastic Paperbacks,October 1st 2005,
Thou Art That: Transforming Religious Metaphor,"Joseph Campbell, Eugene Kennedy (Editor)",4.33,"['Mythology', 'Nonfiction', 'Religion', 'Philosophy', 'Spirituality', 'Psychology', 'History', 'Theology', 'Art', 'Anthropology']",New World Library,August 31st 2001,
The Flanders Panel,"Arturo PÃ©rez-Reverte, Margaret Jull Costa (Translator)",3.79,"['Mystery', 'Fiction', 'Historical Fiction', 'Thriller', 'Crime', 'Art', 'Spain', 'Spanish Literature', 'Mystery Thriller', 'Chess']",Mariner Books,June 7th 2004,
Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,4.21,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Teen', 'Werewolves']","Little, Brown Books for Young Readers",October 28th 2008,
Point of Impact,Stephen Hunter (Goodreads Author),4.27,"['Thriller', 'Fiction', 'Mystery', 'Action', 'Suspense', 'Mystery Thriller', 'Military Fiction', 'Crime', 'Adventure', 'War']",Arrow,March 6th 2003,
Night Owl,M. Pierce (Goodreads Author),4.01,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Adult', 'New Adult', 'Erotic Romance', 'Dark', 'Fiction']",St. Martin's Griffin,February 11th 2014,
Vampire Mountain,Darren Shan (Goodreads Author),4.16,"['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Adventure', 'Urban Fantasy', 'Middle Grade']","Little, Brown Young Readers",September 1st 2003,
The Stolen Child,Keith Donohue (Goodreads Author),3.72,"['Fantasy', 'Fiction', 'Fairy Tales', 'Adult', 'Paranormal', 'Adult Fiction', 'Science Fiction Fantasy', 'Magical Realism', 'Novels', 'Fairies']",Nan A. Talese,May 9th 2006,
Caim,JosÃ© Saramago,3.94,"['Fiction', 'Religion', 'Portuguese Literature', 'Historical Fiction', 'Novels', 'Literature', 'Portugal', 'Nobel Prize', 'Philosophy', 'Romance']",Editorial Caminho,October 19th 2009,
Finally,Wendy Mass (Goodreads Author),4.19,"['Middle Grade', 'Young Adult', 'Realistic Fiction', 'Childrens', 'Fantasy', 'Fiction', 'Audiobook', 'Humor', 'Juvenile', 'Coming Of Age']",Scholastic Press,March 1st 2010,
Scorpia,Anthony Horowitz (Goodreads Author),4.17,"['Young Adult', 'Fiction', 'Adventure', 'Espionage', 'Action', 'Mystery', 'Childrens', 'Thriller', 'Teen', 'Middle Grade']",Puffin Books,February 16th 2006,
The Female of the Species,Mindy McGinnis (Goodreads Author),4.17,"['Young Adult', 'Contemporary', 'Fiction', 'Mystery', 'Thriller', 'Feminism', 'Realistic Fiction', 'Audiobook', 'Romance', 'Young Adult Contemporary']",Katherine Tegen Books,September 20th 2016,
The Women's Room,Marilyn French,3.96,"['Fiction', 'Feminism', 'Classics', 'Womens', 'Novels', 'Contemporary', 'Literature', 'Gender', 'Gender Studies', 'Literary Fiction']",Little Brown and Company,May 1st 1997,
Five Children and It,E. Nesbit,3.87,"['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Audiobook', 'British Literature', 'Magic']",Puffin,December 1st 1996,
The Freedom Writers Diary,"Erin Gruwell, Zlata FilipoviÄ‡, The Freedom Writers",4.12,"['Nonfiction', 'Teaching', 'Biography', 'Memoir', 'School', 'Education', 'Inspirational', 'Writing', 'Autobiography', 'Biography Memoir']",Broadway Books,October 12th 2009,
The Innocent Man: Murder and Injustice in a Small Town,John Grisham (Goodreads Author),3.83,"['Nonfiction', 'True Crime', 'Crime', 'Mystery', 'Thriller', 'History', 'Law', 'Legal Thriller', 'Biography', 'Audiobook']",Doubleday Books,October 10th 2006,
Path of Destruction,Drew Karpyshyn (Goodreads Author),4.29,"['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Novels', 'Audiobook', 'Science Fiction Fantasy', 'Space', 'Adventure']",Del Rey Books,June 6th 2007,
The Sunflower,Richard Paul Evans,4.11,"['Fiction', 'Romance', 'Christian Fiction', 'Adult', 'Chick Lit', 'Adult Fiction', 'Contemporary', 'Historical Fiction', 'Inspirational', 'Audiobook']",Simon & Schuster,October 4th 2005,
The Lust Lizard of Melancholy Cove,Christopher Moore (Goodreads Author),3.87,"['Humor', 'Fiction', 'Fantasy', 'Comedy', 'Urban Fantasy', 'Paranormal', 'Audiobook', 'Adult', 'Contemporary', 'Adult Fiction']",William Morrow Paperbacks,May 25th 2004,
"Bright Lights, Big City",Jay McInerney (Goodreads Author),3.77,"['Fiction', 'New York', 'Classics', 'Novels', 'Contemporary', 'American', 'Literature', 'Literary Fiction', '20th Century', 'Americana']",Vintage,August 12th 1984,
Ring,"KÅji Suzuki, Robert B. Rohmer (Translator), Glynne Walley (Translator)",3.82,"['Horror', 'Fiction', 'Japan', 'Japanese Literature', 'Mystery', 'Thriller', 'Paranormal', 'Fantasy', 'Supernatural', 'Adult']",Vertical,April 25th 2004,
A FÃ³rmula de Deus,JosÃ© Rodrigues dos Santos,3.91,"['Fiction', 'Thriller', 'Romance', 'Portuguese Literature', 'Mystery', 'Mystery Thriller', 'Portugal', 'Roman', 'Religion', 'Novels']",Gradiva,2006,
Angels Fall,Nora Roberts (Goodreads Author),4.01,"['Romance', 'Romantic Suspense', 'Mystery', 'Fiction', 'Contemporary', 'Suspense', 'Contemporary Romance', 'Chick Lit', 'Thriller', 'Crime']",Putnam,July 11th 2006,
The Immortal Highlander,Karen Marie Moning (Goodreads Author),4.32,"['Romance', 'Paranormal Romance', 'Paranormal', 'Fantasy', 'Time Travel', 'Historical Romance', 'Historical', 'Fae', 'Historical Fiction', 'Adult']",Dell,July 26th 2005,
The White Queen,Philippa Gregory (Goodreads Author),3.93,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'British Literature', 'Adult', 'Historical Romance', 'Adult Fiction', 'Audiobook', 'Medieval']",Atria Books,August 18th 2009,
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker (Goodreads Author),4.08,"['Psychology', 'Science', 'Nonfiction', 'Philosophy', 'Sociology', 'Biology', 'Evolution', 'Politics', 'Anthropology', 'Neuroscience']",Penguin Books,August 26th 2003,
Asylum,Madeleine Roux (Goodreads Author),3.64,"['Horror', 'Young Adult', 'Mystery', 'Paranormal', 'Fiction', 'Fantasy', 'Thriller', 'Ghosts', 'Supernatural', 'Teen']",HarperTeen,August 20th 2013,
The Overcoat,Nikolai Gogol,4.14,"['Classics', 'Short Stories', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'School', 'Novels', 'Drama']",Kessinger Publishing,June 30th 2004,
Velocity,Dean Koontz (Goodreads Author),3.86,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Adult', 'Novels', 'Adult Fiction']",Bantam,April 25th 2006,
Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.87,"['Fiction', 'Humor', 'Fantasy', 'Young Adult', 'Dystopia', 'Adult Fiction', 'Adult', 'Language', 'Contemporary', 'Book Club']",Anchor,September 17th 2002,
A Prisoner of Birth,Jeffrey Archer,4.15,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Drama', 'Novels', 'Contemporary']",St. Martin's Press,March 4th 2008,
Night of the Soul Stealer,"Joseph Delaney (Goodreads Author), Patrick Arrasmith (Illustrator )",4.14,"['Fantasy', 'Young Adult', 'Horror', 'Fiction', 'Magic', 'Paranormal', 'Witches', 'Middle Grade', 'Supernatural', 'Adventure']",Greenwillow Books,August 28th 2007,
North! or Be Eaten,Andrew Peterson (Goodreads Author),4.53,"['Fantasy', 'Fiction', 'Young Adult', 'Christian', 'Christian Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Audiobook', 'Science Fiction Fantasy']",Waterbrook Press,August 18th 2009,
The Rosie Effect,Graeme Simsion (Goodreads Author),3.61,"['Fiction', 'Romance', 'Contemporary', 'Humor', 'Audiobook', 'Chick Lit', 'Adult', 'Adult Fiction', 'Comedy', 'Realistic Fiction']",Simon Schuster,July 21st 2015,
Sexing the Cherry,Jeanette Winterson,3.81,"['Fiction', 'Fantasy', 'Magical Realism', 'Historical Fiction', 'LGBT', 'Queer', 'Literature', 'Novels', 'Literary Fiction', 'Contemporary']",Grove Press,August 10th 1998,
As You Wish,Jackson Pearce (Goodreads Author),3.69,"['Young Adult', 'Fantasy', 'Romance', 'Magic', 'Paranormal', 'Fiction', 'Contemporary', 'Paranormal Romance', 'Chick Lit', 'Supernatural']",HarperTeen,August 25th 2009,
The World of Yesterday,"Stefan Zweig, Harry Zohn (Introduction), ÐÐ½Ð½Ð° Ð›Ð¸Ð»Ð¾Ð²Ð° (Translator)",4.48,"['History', 'Nonfiction', 'Biography', 'Classics', 'Memoir', 'German Literature', 'Autobiography', '20th Century', 'Literature', 'War']",University of Nebraska Press,October 1st 1964,
The Invisible Bridge,"Julie Orringer (Goodreads Author), Arthur Morey (Reading)",4.18,"['Historical Fiction', 'Fiction', 'World War II', 'Historical', 'Holocaust', 'War', 'Hungary', 'France', 'Jewish', 'Romance']",Random House Audio,May 4th 2010,
The Go-Between,"L.P. Hartley, Colm TÃ³ibÃ­n (Introduction)",3.96,"['Classics', 'Fiction', 'Historical Fiction', 'British Literature', '20th Century', 'Coming Of Age', 'Novels', 'Literary Fiction', 'Literature', 'Modern Classics']",New York Review of Books,2002,
The Lost Heir,Tui T. Sutherland,4.51,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Adventure', 'Young Adult', 'Childrens', 'Audiobook', 'Animals', 'Science Fiction Fantasy']",Scholastic Press,January 1st 2013,
The German Ideology / Theses on Feuerbach / Introduction to the Critique of Political Economy,"Karl Marx, Friedrich Engels",4.07,"['Philosophy', 'Politics', 'Nonfiction', 'Sociology', 'History', 'Theory', 'Economics', 'Classics', 'Germany', 'Academic']",Prometheus Books,November 1st 1998,
Before Women Had Wings,Connie May Fowler (Goodreads Author),4.03,"['Fiction', 'Historical Fiction', 'Southern', 'Coming Of Age', 'Novels', 'Womens', 'Abuse', 'Adult', 'Contemporary', 'Drama']",Ballantine Books,April 22nd 1997,
"Ouran High School Host Club, Vol. 1","Bisco Hatori, Gary Leach (Adaptation), Kenichiro Yagi (Translator)",4.36,"['Manga', 'Romance', 'Graphic Novels', 'Young Adult', 'Comics', 'Humor', 'Comedy', 'Anime', 'Fiction', 'Shojo']",VIZ Media,July 5th 2005,
Autumn in Peking,"Boris Vian, Paul Knobloch (Translator)",3.95,"['Fiction', 'France', 'Novels', 'Literature', 'Classics', 'French Literature', '20th Century', 'Humor', 'Roman', 'Literary Fiction']",Tamtam Books,February 29th 2012,
An Equal Music,Vikram Seth,3.79,"['Fiction', 'Music', 'India', 'Romance', 'Literary Fiction', 'Contemporary', 'Novels', 'Indian Literature', 'Literature', 'British Literature']",Vintage,May 2nd 2000,
Rock Chick Regret,Kristen Ashley (Goodreads Author),4.54,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Humor', 'Adult', 'Chick Lit', 'Suspense', 'Action', 'Abuse']",,December 9th 2011,
The Madmanâ€™s Daughter,Megan Shepherd (Goodreads Author),3.66,"['Young Adult', 'Historical Fiction', 'Horror', 'Fantasy', 'Mystery', 'Historical', 'Romance', 'Science Fiction', 'Fiction', 'Retellings']",Balzer + Bray,January 29th 2013,
What's Left of Me,Kat Zhang (Goodreads Author),3.78,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Romance', 'Paranormal', 'Mystery', 'Teen', 'Audiobook']",HarperCollins,September 18th 2012,
The Dinner,Herman Koch,3.24,"['Fiction', 'Mystery', 'Contemporary', 'Thriller', 'Adult', 'Audiobook', 'Book Club', 'Adult Fiction', 'Mystery Thriller', 'Crime']",Hogarth,February 12th 2013,
Friend-Zoned,Belle Aurora (Goodreads Author),3.96,"['Romance', 'Contemporary Romance', 'Humor', 'Contemporary', 'New Adult', 'Chick Lit', 'Adult', 'Erotica', 'Love', 'Fiction']",,April 12th 2013,
Sisters,Raina Telgemeier (Goodreads Author),4.34,"['Graphic Novels', 'Middle Grade', 'Comics', 'Young Adult', 'Realistic Fiction', 'Childrens', 'Family', 'Humor', 'Fiction', 'Juvenile']",Scholastic/Graphix,August 26th 2014,
Moon Rising,Tui T. Sutherland,4.66,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Audiobook', 'Animals', 'Magic']",Scholastic Press,January 6th 2015,
Green Angel,Alice Hoffman (Goodreads Author),3.91,"['Young Adult', 'Fantasy', 'Fiction', 'Magical Realism', 'Teen', 'Dystopia', 'Magic', 'Death', 'Science Fiction', 'Post Apocalyptic']",Scholastic Paperbacks,May 1st 2004,
Another Fine Myth,Robert Lynn Asprin,4.06,"['Fantasy', 'Humor', 'Fiction', 'Comedy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Science Fiction', 'Young Adult', 'Dragons']",Ace Books,November 1st 2005,
Captain Blood,Rafael Sabatini,4.17,"['Classics', 'Historical Fiction', 'Adventure', 'Fiction', 'Pirates', 'Historical', 'Romance', 'Swashbuckling', 'Action', 'Literature']",Echo Library,June 1st 2006,
Ferdydurke,"Witold Gombrowicz, Danuta Borchardt (Translator)",3.86,"['Fiction', 'Polish Literature', 'Classics', 'Poland', 'School', 'Literature', 'Novels', '20th Century', 'Humor', 'Read For School']",Yale University Press,August 11th 2000,
Joan of Arc,Mark Twain,4.08,"['Classics', 'Historical Fiction', 'Fiction', 'Historical', 'Literature', 'France', 'Catholic', 'Religion', 'Novels', 'Christianity']",Ignatius Press,September 1st 1989,
Fire Bringer,David Clement-Davies (Goodreads Author),4.18,"['Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Childrens', 'Adventure', 'Animal Fiction', 'Young Adult Fantasy', 'Anthropomorphic', 'Science Fiction Fantasy']","Firebird, Penguin Putnam, Inc",2002,
90 Minutes in Heaven: A True Story of Death and Life,"Don Piper, Cecil Murphey",3.94,"['Christian', 'Nonfiction', 'Religion', 'Spirituality', 'Biography', 'Memoir', 'Inspirational', 'Christianity', 'Autobiography', 'Faith']",Fleming H. Revell Company,September 1st 2004,
Sunset,Erin Hunter,4.38,"['Fantasy', 'Animals', 'Fiction', 'Middle Grade', 'Childrens', 'Young Adult', 'Cats', 'Adventure', 'Animal Fiction', 'Action']",HarperCollins,2007,
Jacob,Jacquelyn Frank (Goodreads Author),4.01,"['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Adult', 'Magic', 'Fiction']",Zebra,December 1st 2006,
If I Die,Rachel Vincent (Goodreads Author),4.31,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Demons', 'Supernatural', 'Young Adult Paranormal', 'Fiction']",Harlequin,September 27th 2011,
The Silver Kiss,Annette Curtis Klause,3.69,"['Young Adult', 'Vampires', 'Fantasy', 'Romance', 'Paranormal', 'Fiction', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Horror']",Laurel Leaf Books,Oct-92,
Fracture,C.J. Daugherty (Goodreads Author),4.12,"['Young Adult', 'Romance', 'Mystery', 'Fantasy', 'Boarding School', 'Thriller', 'Contemporary', 'Fiction', 'High School', 'Paranormal']",Atom,August 15th 2013,
Waterland,Graham Swift,3.92,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'British Literature', 'Literature', 'Novels', 'Contemporary', 'Classics', 'Historical', 'English Literature']",MacMillan,December 4th 1997,
It's a Magical World,Bill Watterson,4.76,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comic Book', 'Comedy', 'Comic Strips', 'Graphic Novels Comics', 'Childrens', 'Cartoon']",Andrews McMeel Publishing,September 1st 1996,
Under Heaven,Guy Gavriel Kay (Goodreads Author),4.15,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Fantasy', 'China', 'Science Fiction Fantasy', 'Asia', 'Adult', 'Canada']",Ace,April 29th 2010,
All of Me,Kevine Walcott (Goodreads Author),4.42,"['Contemporary', 'Novels', 'Fiction', 'Epic', 'Drama', 'Suspense', 'Thriller']",Independently Published,April 28th 2019,
My Father's Dragon,Ruth Stiles Gannett,4.09,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Dragons', 'Adventure', 'Chapter Books', 'Middle Grade', 'Juvenile', 'Animals']",Yearling,December 27th 2005,
Magician: Master,Raymond E. Feist,4.23,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Epic', 'Science Fiction', 'Adult']",Spectra Books,Jan-93,
Dynasty of Evil,Drew Karpyshyn (Goodreads Author),4.28,"['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Novels', 'Audiobook', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Adventure']",Lucas Books,December 8th 2009,
Saint Anything,Sarah Dessen (Goodreads Author),4.03,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Audiobook', 'Teen', 'Chick Lit', 'Family']",Viking,May 5th 2015,
Pack's Posse (Simon Pack Book 8),John M. Vermillion (Goodreads Author),4.33,"['Epic', 'Drama']",,June 14th 2020,
In Our Bones,Pernell Plath Meier (Goodreads Author),4.3,"['Fiction', 'Contemporary']",Willow River Press,October 6th 2020,
Mike Mulligan and His Steam Shovel,Virginia Lee Burton,4.2,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Juvenile', 'Kids', 'Transport', 'Historical Fiction', 'Fantasy', 'Young Adult']",HMH Books for Young Readers,September 9th 1939,
Bed of Roses,Nora Roberts (Goodreads Author),4.12,"['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Fiction', 'Adult', 'Audiobook', 'Adult Fiction', 'Family', 'Romantic']",Berkley Books,November 1st 2009,
Cross,James Patterson (Goodreads Author),4.01,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Detective', 'Murder Mystery', 'Adult', 'Audiobook']",Little Brown and Company,November 13th 2006,
Tam Lin,"Pamela Dean, Terri Windling (Introduction)",3.85,"['Fantasy', 'Fiction', 'Fairy Tales', 'Young Adult', 'Urban Fantasy', 'Romance', 'Retellings', 'Science Fiction Fantasy', 'Mythology', 'Speculative Fiction']",Firebird,August 3rd 2006,
Women in Love,D.H. Lawrence,3.67,"['Classics', 'Fiction', 'Literature', 'Romance', 'Novels', 'British Literature', '20th Century', 'Banned Books', 'English Literature', 'Classic Literature']",Dover Publications,January 15th 2003,
Waylander,David Gemmell,4.28,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Heroic Fantasy', 'High Fantasy', 'Adventure', 'Sword and Sorcery', 'Science Fiction Fantasy', 'Epic', 'Dark Fantasy']",Del Rey,September 27th 1995,
Pride Mates,Jennifer Ashley (Goodreads Author),3.91,"['Paranormal', 'Paranormal Romance', 'Romance', 'Shapeshifters', 'Fantasy', 'Urban Fantasy', 'Adult', 'Werewolves', 'Magic', 'Contemporary']",Leisure Books,January 26th 2010,
